@relation Metric
@attribute PID string
@attribute SFT numeric
@attribute W numeric
@attribute P numeric
@attribute S numeric
@attribute B numeric
@attribute E numeric
@attribute St numeric
@attribute F numeric
@attribute G numeric
@attribute T7 numeric
@attribute T3 numeric
@attribute U numeric
@attribute A numeric
@attribute Se {M, F}
@attribute LB numeric
@attribute PF numeric
@attribute TF numeric
@attribute RHF numeric
@attribute Fi numeric
@data
e5d16414-dfcd-4957-8779-72b1ce1d028a,0.0000,0.0000,0.0000,0.0000,5.0000,4.1429,4.8571,5.0000,1.0000,31.3586,30.9133,0,857,F,61.4286,0.8459,0.5046,0.5488,3
d49a24b3-d5b8-4695-afec-ae526bed10d1,0.1700,0.0000,0.0000,0.0000,2.4286,3.1429,3.0000,4.5714,2.2857,31.3000,31.3133,0,868,M,72.2143,1.0000,0.3893,0.3857,2
d2bf82b9-e559-4dd8-b928-b887e2497407,0.5500,0.1429,0.0000,0.0000,3.8571,3.2857,4.5714,3.8571,1.0000,31.1900,31.0567,0,1159,F,59.2857,0.1250,0.2068,0.3694,8
a20ec90e-0338-461a-837b-749b909c5eef,0.4800,0.0000,0.1429,0.0000,4.1429,2.5714,4.5714,3.8571,3.2857,31.2157,30.7800,0,783,M,75.9286,0.8182,0.5973,0.7566,7
14c3c4fc-8092-49ce-a857-d1cb8ce68877,0.8500,0.1429,0.0000,0.0000,3.0000,2.2857,3.1429,3.0000,2.8571,30.5967,30.4300,0,891,F,60.7143,0.7143,0.7188,0.9790,6
0b0c85fb-9919-4237-9ce6-18f4173084bd,0.0000,0.0000,0.0000,0.0000,4.4286,3.2857,3.7143,4.8571,2.8571,31.4171,31.4567,0,892,M,70.9286,1.0000,0.4420,0.2735,5
3eba58cc-1606-4980-992c-adc3e9a59d7e,0.6500,0.0000,0.0000,0.0000,5.2857,5.4286,5.1429,4.8571,1.7143,30.9917,30.8133,0,777,F,51.0000,1.0000,0.4212,0.2350,4
0460b20a-750c-4951-8454-f4f10196fe6b,0.3100,0.0000,0.0000,0.0000,3.8571,3.7143,3.1429,3.2857,1.7143,31.1614,31.1133,0,585,M,73.8571,0.7098,0.6685,0.6294,3
71d085ae-0d90-429e-badb-71682edfcb2c,0.3800,0.0000,0.0000,0.1429,5.4286,3.4286,3.5714,3.0000,0.5714,30.9029,30.7733,0,1082,F,65.8571,0.9524,0.4454,0.6034,2
2ce88415-8aae-42f1-8641-7c0bd4b91c0c,0.5300,0.1429,0.0000,0.0000,5.0000,2.5714,2.5714,3.7143,2.1429,30.9700,30.7967,0,856,M,68.2857,0.5636,0.5964,0.6341,1
20965870-f850-4dd5-b888-18cf47bee60e,0.3500,0.1429,0.0000,0.0000,3.8571,3.4286,3.2857,3.8571,1.0000,31.1600,31.1000,0,559,M,65.7857,0.7857,0.6184,0.4113,5
b3a437ae-2536-4f06-a158-4f1afcee0609,0.2700,0.1429,0.0000,0.0000,4.5714,3.1429,2.8571,3.7143,1.1429,31.0514,30.9500,0,865,M,69.5714,0.8000,0.5426,0.4157,2
9b7084eb-8887-4d38-bb4b-afaa0cad4148,0.3900,0.1429,0.0000,0.0000,3.7143,3.0000,3.7143,3.2857,2.8571,31.1529,31.0167,0,930,F,60.0714,0.1250,0.0000,0.8466,1
4431adf1-e738-4271-be05-9dce80795ece,0.0000,0.1429,0.0000,0.0000,4.0000,2.7143,3.1429,3.7143,1.4286,31.5157,31.2667,0,1233,F,64.2143,0.5714,0.5580,0.8770,7
a450177f-1541-498a-ae63-5bc3168537ed,0.2400,0.0000,0.0000,0.0000,6.0000,3.5714,3.7143,4.5714,1.1429,31.2271,30.8667,0,702,F,68.5000,0.4167,0.4906,0.4975,6
bdb12097-cf7f-4453-b743-eaf56c33847f,0.1600,0.1429,0.0000,0.0000,5.0000,4.5714,3.5714,4.4286,0.5714,31.2614,30.8967,0,847,M,71.0000,1.0000,0.5301,0.4807,4
4ad52a42-8bc5-4602-9bc7-c7f177584373,0.7400,0.0000,0.0000,0.0000,4.0000,3.1429,2.4286,1.5714,2.8571,30.6529,30.6267,0,1082,F,61.7857,0.0000,0.8655,0.6680,3
0bedefbb-f617-4dca-86d1-a229cede8f24,0.2000,0.1429,0.0000,0.0000,5.4286,3.7143,3.2857,3.7143,1.1429,31.2514,31.0167,0,698,M,71.9286,0.5528,0.4698,0.6076,7
140e5f78-00fd-409c-8eda-5c7d8fa5177e,0.3200,0.0000,0.0000,0.1429,3.5714,3.1429,2.8571,2.7143,1.7143,30.9100,30.9333,0,976,F,63.2857,0.9492,0.6478,0.5784,6
9b986ec5-52e9-486f-8626-9b1b30020b73,0.0900,0.0000,0.0000,0.0000,3.7143,5.5714,4.0000,3.0000,2.0000,30.9914,30.9667,0,1215,F,59.3571,0.8492,0.6181,0.1726,5
48200341-4a8c-459d-810e-141ce96f8b69,0.3700,0.1429,0.0000,0.0000,4.2857,3.7143,3.4286,2.5714,2.8571,31.0671,31.0900,0,1044,F,63.1429,0.0000,0.7273,0.5898,4
06c27502-a7c1-40e8-988c-c5437f958040,0.0300,0.0000,0.1429,0.0000,3.7143,1.4286,1.2857,2.2857,2.7143,31.1300,30.9967,0,1001,F,62.0714,0.3750,0.5603,0.7787,3
ebde56cf-5053-42d0-90a8-27c9893274c4,0.2700,0.0000,0.0000,0.0000,4.7143,4.4286,2.8571,3.1429,2.8571,30.9714,30.6733,0,892,M,74.6429,0.0000,0.4661,0.4967,2
1bab5dee-6b4b-4907-8af0-0edab1cc866e,0.0000,0.0000,0.0000,0.0000,3.4286,4.0000,4.5714,4.0000,3.2857,31.1443,31.1000,0,1172,F,70.2857,0.1111,0.5004,0.2119,1
c3b26af6-3b14-4e3a-afd5-d7edff1d0a16,0.3800,0.0000,0.1429,0.0000,3.2857,2.2857,3.0000,2.0000,1.8571,31.0143,30.8067,0,1258,F,57.2143,0.0000,0.0000,0.9250,4
773c20b4-16aa-4591-8cf5-2a10cf6d8017,0.6100,0.1429,0.0000,0.0000,3.7143,2.0000,2.2857,3.0000,1.7143,30.8100,30.4900,0,964,M,71.3571,0.0000,0.6139,0.6956,2
f772f873-b4c8-481f-94d8-0bf16c59ade2,0.8000,0.1429,0.0000,0.0000,4.2857,2.1429,2.1429,3.0000,2.8571,30.9486,30.4500,0,758,F,61.7857,0.0000,0.9048,0.0000,1
f194daf8-fe86-4355-9dea-40290fa989ae,0.3600,0.0000,0.0000,0.0000,3.2857,2.8571,3.7143,3.2857,3.4286,30.8343,30.7000,0,879,F,60.6429,0.0000,0.0000,0.1601,8
7cd960f8-a2bd-45b2-a3e6-e497c5c94d4a,0.0000,0.0000,0.0000,0.0000,4.5714,6.2857,4.7143,4.5714,1.4286,31.2100,31.1133,0,857,F,65.1429,1.0000,0.3855,0.7800,7
14dced6e-bcb2-47b7-9388-ff3c20fe1ed4,0.2300,0.0000,0.0000,0.1429,5.7143,6.1429,4.7143,3.0000,2.5714,31.0043,30.8433,0,1282,F,55.5714,0.0000,0.6615,0.6765,5
44e2cf8f-aab4-4c4a-a2ab-737ee698c782,0.0000,0.0000,0.0000,0.0000,5.7143,3.2857,3.8571,3.2857,3.2857,31.0871,30.9667,0,620,F,58.2143,0.0000,0.4761,0.5755,7
3cb67c6d-4ed2-4b4f-b3a9-81acb77ee3fc,0.7100,0.1429,0.0000,0.0000,3.5714,3.5714,4.7143,3.4286,0.5714,30.7986,30.7333,0,965,M,74.1429,1.0000,0.3417,0.4381,6
4ef09c99-d2b5-4504-8caa-be5f318c01b7,0.1400,0.0000,0.0000,0.0000,4.7143,3.2857,3.4286,3.7143,3.4286,30.9457,30.7667,0,1269,F,60.1429,0.4828,0.0000,0.2529,4
a64c08eb-33a5-45bd-981f-3b11849442de,0.2900,0.1429,0.0000,0.0000,3.4286,1.1429,1.5714,3.0000,2.0000,31.0643,30.6467,0,893,M,66.3571,0.4286,0.7806,0.0000,3
c9161754-c2fd-4c68-9047-66e31fb042fb,0.3900,0.0000,0.0000,0.0000,4.0000,4.5714,4.5714,3.4286,2.2857,31.0214,31.1900,0,633,F,62.8571,0.3333,0.5573,0.2218,2
e26f6331-c461-4a6b-879a-92f0d9e3e1b5,0.2600,0.1429,0.0000,0.0000,3.1429,3.1429,3.0000,4.1429,1.7143,31.4029,30.7800,0,625,F,64.2857,0.2143,0.0000,0.4286,1
b3475993-9939-4d25-b47c-6b68a7be15be,0.0000,0.0000,0.0000,0.0000,5.0000,4.5000,5.5000,7.0000,4.0000,31.7600,31.7600,1,1310,M,80.2500,0.0000,0.1358,1.0000,7
7af7f389-dd18-4ad3-bb5b-82bc317ceffa,1.1700,0.0000,0.1429,0.0000,3.8571,1.7143,2.0000,3.5714,2.8571,30.9471,30.9400,0,864,F,65.0000,0.2381,0.5341,0.5192,6
a32db8d4-9271-4263-8150-93bee5ebcfaa,1.1000,0.1429,0.0000,0.0000,4.4286,5.5714,4.7143,4.0000,2.1429,30.9414,31.0167,0,646,M,65.6429,0.2984,0.3730,0.0000,5
3a46a1a9-1219-4567-b202-d0becc6efcf6,1.4000,0.0000,0.0000,0.0000,2.4286,4.1429,3.4286,3.2857,1.4286,30.9329,31.3133,0,826,F,53.0714,1.0000,0.5385,0.5302,4
71e38b5d-6a4f-4aa8-92c9-3d0d50026fac,1.2800,0.0000,0.1429,0.0000,3.7143,2.8571,1.7143,3.0000,3.1429,30.9286,30.5867,0,894,M,72.7857,0.7500,0.6154,0.9326,3
97d5d61d-d131-4317-853f-bbbc169ed530,1.1500,0.0000,0.1429,0.0000,4.2857,4.0000,4.0000,3.0000,1.0000,31.1643,30.9867,0,1224,M,71.3571,0.0000,0.6655,0.6061,2
dc450629-b36c-4313-9ce3-9ff29e3e61ad,0.8800,0.1429,0.0000,0.0000,4.1429,4.7143,4.1429,3.4286,0.8571,31.1200,30.9133,0,608,F,68.3571,0.5000,0.5865,0.0000,1
6aff740a-797d-4e84-bb2f-5c389a630aa9,0.5500,0.0000,0.0000,0.0000,4.1429,3.4286,4.8571,4.2857,1.5714,31.2157,31.2000,0,1163,F,59.5000,0.0000,0.5804,0.5036,7
0639c28a-7756-4e51-950a-ee4303f5649e,0.0000,0.0000,0.0000,0.0000,5.2857,3.4286,3.7143,5.1429,2.8571,31.4829,31.3533,0,896,M,71.0714,1.0000,0.3843,0.2049,6
6329eafa-b053-442f-ad97-ee6bf6e16106,0.1100,0.1429,0.0000,0.0000,5.7143,5.7143,4.2857,3.8571,1.7143,31.0817,31.0950,0,1376,F,58.3571,0.8596,0.5681,0.2581,5
cf86aa12-f830-48af-ac8c-05694eac0d5a,0.4600,0.0000,0.0000,0.0000,3.2857,3.2857,3.8571,4.4286,1.1429,31.2614,31.0000,0,563,M,65.7857,0.4858,0.4640,0.4010,4
77743cdd-09ed-4afa-b18a-c59fca84aca2,0.1200,0.0000,0.0000,0.0000,4.2857,4.5714,4.0000,4.1429,2.8571,31.2514,31.2667,0,706,M,80.0000,1.0000,0.3705,0.2263,3
15774c51-1fab-4142-a22e-626062a86520,0.4000,0.0000,0.0000,0.0000,3.2857,3.0000,3.5714,2.4286,2.2857,31.0686,30.8733,0,1261,F,57.5000,0.6667,0.8476,0.6260,2
0fe99898-1f9f-4b7f-a6ca-06a83ac856dd,0.3800,0.0000,0.0000,0.0000,4.0000,3.4286,4.1429,4.2857,4.0000,30.9714,31.0333,0,882,F,60.6429,0.5589,0.5414,0.1573,1
b61f7117-5dfc-4c62-a58e-9201875155bc,0.3900,0.0000,0.1429,0.0000,3.8571,4.2857,2.8571,3.2857,2.8571,30.9771,30.9267,0,896,M,74.7857,1.0000,0.6504,0.6946,7
37f7c6b3-90a2-4f21-85ee-60ead0ab8f37,0.6600,0.1429,0.0000,0.0000,3.7143,1.8571,2.0000,2.8571,2.8571,30.9129,30.5867,0,761,F,61.7857,0.3358,0.8589,0.0000,6
60980118-eb40-4120-bc2f-c8827c899699,0.0000,0.0000,0.0000,0.0000,3.5000,1.5000,2.5000,5.0000,4.0000,31.1950,31.1950,1,1139,F,57.7500,0.6000,0.2553,1.0000,5
dd4f40a0-8df4-414d-a8da-2b5f0f2ace6b,0.5900,0.1667,0.0000,0.0000,3.1667,1.3333,1.3333,2.1667,1.6667,30.9367,30.7833,0,1069,F,62.4167,0.0000,0.5819,0.0000,4
5fac7847-ad29-407b-8bf1-ffa7e8149e77,0.3200,0.0000,0.0000,0.0000,4.1429,2.4286,4.8571,4.5714,3.2857,31.2786,31.0367,0,787,M,76.2143,0.4812,0.5964,0.7252,3
71cd0dcd-71f9-4993-81a1-b192d0034a8f,0.0400,0.1429,0.0000,0.0000,3.8571,1.0000,1.0000,2.8571,1.0000,31.0357,31.0533,0,691,M,72.8571,0.7500,0.4307,0.3651,2
c9c6287e-b913-4148-b8d1-d5dd71fbaaf9,0.1100,0.0000,0.0000,0.0000,5.0000,4.7143,3.0000,4.0000,1.1429,31.2171,31.0067,0,851,M,70.8571,0.7196,0.7729,0.6610,1
ddf05d66-20db-4579-98d9-5f1ecbfa4662,0.3500,0.0000,0.0000,0.0000,5.0000,6.5714,6.1429,3.4286,2.8571,31.3471,31.3867,0,1163,F,56.2857,0.3000,0.5354,0.6475,2
4ff108e8-34b3-442d-91e1-c5bed6b793cb,0.3800,0.1429,0.0000,0.0000,3.2857,4.5714,4.8571,3.5714,3.2857,31.1714,31.0500,0,1176,F,70.2857,0.4444,0.5622,0.3329,1
7651f557-6ceb-4868-a498-1f8b32637e7e,0.0000,0.0000,0.0000,0.0000,3.5000,7.0000,6.0000,7.5000,4.0000,31.4600,31.4600,1,1251,F,60.0000,1.0000,0.2553,1.0000,8
03857377-f46a-4fc8-8170-00c0b2e499fa,0.4100,0.0000,0.0000,0.1429,3.1429,4.1429,3.4286,3.4286,2.0000,31.1414,31.0233,0,589,M,73.7143,0.6182,0.5751,0.6460,7
222d0974-8442-4e36-8056-309ddfc6ff31,0.6700,0.1429,0.0000,0.0000,5.2857,4.1429,5.1429,3.7143,2.5714,31.0386,30.6767,0,866,M,72.9286,0.2440,0.3430,0.5776,6
75022467-7081-47fe-888f-e74cdf2cf284,0.4800,0.0000,0.1429,0.0000,3.8571,2.7143,2.2857,3.1429,1.7143,31.0286,30.8167,0,869,M,69.6429,1.0000,0.5201,0.4938,5
5220827f-485f-48b7-8fa7-d4076e95fd0f,0.5500,0.0000,0.0000,0.1429,3.4286,1.0000,1.2857,2.7143,2.1429,31.0443,30.7933,0,896,M,66.2857,0.4286,0.6810,0.8310,4
8b0197d3-4632-42c3-b04e-4d72876014fd,0.5000,0.1429,0.0000,0.0000,4.0000,3.4286,3.8571,3.2857,2.8571,31.2100,30.8033,0,934,F,60.0714,0.7500,0.9253,0.0000,3
91324ae1-ab6b-4e20-a14b-46231846b1be,0.6100,0.1429,0.0000,0.0000,5.1429,4.2857,3.5714,3.4286,2.0000,31.0657,31.1933,0,716,F,65.9286,0.8389,0.5499,0.6000,8
49a9edf8-d4c9-467b-8ada-09351538cc04,0.1700,0.0000,0.1429,0.0000,3.4286,1.0000,1.0000,2.7143,1.2857,31.0671,31.1567,0,694,M,72.8571,0.0000,0.3908,0.5397,7
d3958b08-5b5b-4819-9f52-1b16ad242c5a,0.0000,0.0000,0.0000,0.0000,3.5714,2.5714,4.4286,4.4286,1.8571,31.3714,31.2733,0,857,M,69.7143,0.3571,0.2493,0.3332,6
f76fd36f-6785-4eca-bf43-902f1a4f63e0,0.8200,0.0000,0.0000,0.1429,4.0000,3.0000,2.7143,2.1429,2.2857,30.8343,31.1067,0,1089,F,61.8571,0.1905,0.5797,0.0000,5
b60ea8de-968b-435c-8177-8fe7ae717a96,0.5700,0.0000,0.1429,0.0000,4.0000,2.8571,2.4286,2.7143,2.2857,30.9757,31.2733,0,983,F,62.9286,0.6385,0.6761,0.6513,4
2482daf1-9084-40b4-b51b-05101690d09e,0.7900,0.0000,0.0000,0.0000,4.1429,2.2857,2.1429,2.8571,2.8571,30.8857,30.9100,0,764,F,61.7143,0.2000,0.8399,0.7672,3
7c54a845-2f90-4981-ba7e-a0882c1112a5,0.4500,0.0000,0.0000,0.0000,5.8571,4.4286,4.5714,5.0000,1.7143,31.3657,31.3933,0,705,M,72.0714,0.1088,0.4985,0.3962,2
19739ae2-97c9-4fc1-8dee-c994321e0b47,0.8000,0.2000,0.0000,0.0000,4.8000,4.2000,3.0000,2.0000,3.2000,30.8100,30.5733,0,1272,F,68.1000,0.0000,0.7679,0.8609,1
076daa5b-f149-455f-8474-90d59463d1b7,0.4800,0.0000,0.0000,0.0000,3.7143,1.5714,1.5714,2.4286,2.0000,31.0314,31.0233,0,1072,F,62.5000,0.4908,0.4510,0.5392,8
8c0c82f6-44e4-4596-ad63-43993a07d2f9,0.0700,0.1429,0.0000,0.0000,3.8571,3.0000,4.1429,3.8571,1.1429,31.3700,31.3067,0,784,M,67.7857,0.7191,0.6240,0.6070,7
2e345b7a-dbd0-4c99-82bd-9aac14c10335,0.1100,0.0000,0.0000,0.0000,4.0000,2.8571,2.4286,3.5714,2.2857,31.1129,31.1000,0,872,M,69.6429,0.2453,0.4142,0.4762,6
a3724316-4c90-4b72-9343-c5b99acafcad,0.3000,0.0000,0.0000,0.0000,4.5714,4.0000,5.4286,4.0000,2.5714,31.1100,31.1233,0,869,M,72.7143,0.6254,0.2521,0.3969,5
82367b2e-025d-410f-b9a0-9f9aa296f5f8,0.1100,0.0000,0.0000,0.0000,4.2857,3.2857,3.7143,3.2857,1.1429,31.0029,31.1233,0,1089,F,66.3571,0.0000,0.5915,0.5065,4
4b4182ca-3799-4c28-8512-00c94c989b35,0.0000,0.1429,0.0000,0.0000,4.5714,4.5714,2.7143,3.2857,1.1429,31.1186,31.0533,0,854,M,70.6429,0.6157,0.6483,0.6121,3
35ac32be-718d-4847-a4ed-42fc61ebee96,0.2800,0.0000,0.0000,0.0000,3.5714,4.1429,3.2857,3.7143,2.8571,31.0314,31.2100,0,899,M,74.7857,1.0000,0.6800,0.5437,2
9b7cd7fc-ba7d-45d7-b2d8-42b9752972bd,0.2100,0.0000,0.0000,0.1429,4.7143,3.1429,4.8571,4.0000,3.2857,31.2271,31.2367,0,790,M,76.2143,0.3870,0.7552,0.5276,1
5efe68b0-67c3-4041-855e-3757a3b0aaf2,0.0100,0.0000,0.0000,0.0000,3.0000,2.6667,3.3333,4.0000,2.6667,31.1833,31.1833,0,1142,F,62.5000,1.0000,0.4236,0.6711,6
eb7f21c6-d044-4858-b520-3ae99abccc2a,0.0300,0.0000,0.0000,0.1429,4.0000,1.2857,1.4286,2.2857,2.4286,31.1414,31.1967,0,1008,F,62.0714,0.0791,0.4358,0.3633,5
b10d89d1-9b55-4fe8-852a-90af280c2d44,0.2700,0.0000,0.0000,0.0000,5.4286,5.5714,5.2857,4.5714,2.2857,31.4157,31.1767,0,875,F,58.1429,0.6000,0.5677,0.4840,4
00099fc5-0a66-4cb4-aac6-f1f23869b835,0.0000,0.1429,0.0000,0.0000,3.1429,4.8571,4.8571,3.5714,3.2857,31.1500,31.2600,0,1179,F,70.4286,0.8824,0.6531,0.5042,3
cf0aa56d-a3d7-40f9-b985-ee0467c03d2d,0.2500,0.0000,0.0000,0.0000,4.2857,3.5714,3.8571,3.8571,1.2857,31.0443,31.2400,0,782,M,69.3571,0.4076,0.4898,0.6073,2
cd6d3868-094b-40c2-afac-f83e9be202a2,0.1200,0.0000,0.0000,0.1429,3.8571,3.4286,4.1429,3.5714,2.8571,31.2571,31.0500,0,937,F,60.0714,0.8730,0.9156,0.4286,1
123d11c9-fbdc-439c-87bc-681707a0e4f4,0.0000,0.0000,0.0000,0.0000,4.8571,3.2857,3.4286,3.8571,1.7143,31.4343,31.4767,0,1240,F,63.9286,0.3333,0.6635,0.6226,7
d7980ff8-f916-4063-897e-7291d2f59d88,0.4400,0.0000,0.0000,0.0000,3.8571,5.2857,4.7143,4.0000,2.2857,31.1057,31.5833,0,639,F,62.9286,0.4167,0.4544,0.4214,6
a3b1763e-4f25-4c55-8451-b9f4d8bb8049,0.1400,0.0000,0.1429,0.0000,5.7143,6.7143,6.1429,3.2857,3.0000,31.4271,31.6233,0,1166,F,56.0714,0.5000,0.5814,0.6579,5
2ce701ea-c0ea-4797-b933-29fb47c4bde1,0.5400,0.0000,0.1429,0.0000,5.0000,4.1429,4.4286,3.0000,2.8571,31.2757,31.1033,0,1051,F,62.9286,0.9091,0.6091,0.6522,4
f5610a8b-7ce3-453d-bbf7-d7dff43ae471,0.4200,0.1429,0.0000,0.0000,5.4286,2.5714,2.0000,2.4286,2.1429,30.9100,30.8800,0,863,M,68.2143,0.0000,0.5874,0.7239,3
31dbeaf4-f9ea-4574-9255-eae2ee43efc7,0.3400,0.0000,0.0000,0.0000,3.5714,1.0000,1.2857,2.7143,2.2857,31.0257,31.1333,0,899,M,66.0000,1.0000,0.6816,0.5833,2
9186e1cd-741c-4b3f-8b6e-ba9a3834c3ec,0.2800,0.0000,0.1429,0.0000,4.1429,5.2857,4.5714,3.1429,1.7143,30.9186,31.0833,0,1172,F,62.8571,0.0000,0.6594,0.6395,1
efb36abe-77d6-4295-90f6-ff70fbde3eb4,0.0900,0.0000,0.0000,0.0000,4.7143,6.2857,5.0000,4.0000,2.1429,31.1443,31.3867,0,1289,F,55.3571,0.6667,0.2000,0.3950,8
23d71d03-b387-44ad-a369-8ccac4dd6c78,0.2000,0.0000,0.1429,0.0000,4.8571,4.0000,4.8571,4.8571,2.5714,31.2243,31.1733,0,1591,F,60.6429,0.7003,0.4167,0.4315,7
1d9f06f8-aa67-4478-8fc1-042cc58ac7ab,0.7100,0.0000,0.1429,0.0000,4.8571,4.7143,4.0000,4.0000,0.8571,31.1900,31.3700,0,1176,M,72.2143,0.1952,0.6734,0.5742,6
7e6fc692-63de-41f5-ba3e-476a1021b238,0.2800,0.1429,0.0000,0.0000,4.0000,3.7143,4.0000,3.8571,2.7143,31.0700,31.1067,0,1241,M,76.8571,0.1667,0.7143,0.4591,5
8ad49b7b-b2ec-48af-87d9-66997afe0b9b,0.1400,0.1429,0.0000,0.0000,4.4286,3.0000,3.2857,3.4286,3.4286,30.9243,30.9833,0,1276,F,60.1429,1.0000,0.7500,0.6014,4
54132ed8-e8ff-4112-8fa3-45f1ccbe23bd,0.3300,0.0000,0.0000,0.0000,4.2857,5.0000,5.2857,4.4286,2.1429,31.0786,31.2833,0,652,M,65.7857,0.8233,0.3199,0.4323,3
e2ff31b4-f976-4bd1-8fd5-b708863e6012,0.4000,0.0000,0.0000,0.0000,3.8571,1.4286,1.8571,4.0000,2.8571,31.0657,31.2167,0,870,F,64.7143,0.6625,0.4886,0.5137,2
62795c73-35cc-4df7-8f0c-39689515bd94,0.0000,0.0000,0.0000,0.0000,5.4286,4.0000,5.0000,5.1429,2.5714,31.2471,31.4300,0,893,M,69.5714,0.2082,0.3845,0.3997,1
3810ae8c-d3ec-452e-b49e-64b16ba666e8,0.5400,0.0000,0.0000,0.0000,4.8571,2.0000,2.1429,2.2857,1.7143,30.7457,30.9467,0,1285,M,70.2143,0.7500,0.6061,0.6825,8
c8d876ca-ab77-48f0-898b-66155626edd9,0.3000,0.1429,0.0000,0.0000,2.7143,2.5714,2.0000,2.1429,2.2857,31.1186,30.9233,0,632,F,64.2857,0.8000,0.0000,0.7528,7
452f9308-b0b3-40ec-bdff-743394f12108,0.5500,0.0000,0.0000,0.0000,4.7143,3.5714,4.5714,3.8571,1.0000,31.0800,31.0533,0,876,F,64.9286,0.5428,0.8333,0.5043,6
ab5e11ca-acf0-4f6d-9df0-3399bc280c1c,0.0000,0.0000,0.0000,0.1429,4.1429,5.2857,4.4286,2.5714,1.2857,31.2957,31.3967,0,1016,F,64.0000,0.4533,0.5464,0.5814,5
dbc52bb8-8c99-4479-b615-57b1d22a12c9,0.5300,0.0000,0.0000,0.1429,4.8571,6.1429,4.1429,2.7143,2.1429,31.0200,31.1433,0,1343,F,64.8571,0.9085,0.2000,0.6676,4
5729381c-8528-4a0a-98c4-e03c0cb5e60e,0.6600,0.1429,0.0000,0.0000,5.1429,2.2857,1.7143,1.5714,3.4286,30.6300,30.7767,0,984,F,64.1429,0.7500,0.5000,0.6622,3
4f6d6628-e307-4d46-8fac-b665e48a0168,0.1700,0.0000,0.0000,0.0000,6.3333,4.0000,5.0000,4.3333,4.0000,31.2567,31.2567,0,1349,M,73.6667,1.0000,0.2500,0.0000,2
a6a0a1ae-fb47-4b02-be2a-bc586067eab3,0.5100,0.0000,0.0000,0.0000,3.7143,2.1429,2.2857,3.2857,2.2857,30.9200,31.1033,0,971,M,71.2857,0.4725,0.8333,0.6214,1
8c9ffa0a-0e83-4140-bf01-e95258d20b0b,0.0900,0.0000,0.0000,0.0000,4.0000,1.2857,1.4286,3.5714,1.5714,31.2757,31.6233,0,696,M,73.0714,0.3208,0.6359,0.5712,7
30474011-549a-441e-91b6-7a17d36baa4d,0.7100,0.0000,0.0000,0.1429,4.1429,2.8571,2.4286,3.0000,2.8571,30.9643,31.3233,0,766,F,61.8571,0.0000,0.6420,0.7082,6
3364ef48-76a0-4540-8c89-7ba241f4ce06,0.4200,0.0000,0.0000,0.0000,3.7500,5.0000,4.7500,4.2500,2.2500,31.1000,31.2100,0,641,F,63.7500,1.0000,0.3926,0.5670,5
5f722c51-bb87-484a-b51c-9fad7a635e63,0.4300,0.0000,0.0000,0.0000,4.1429,4.4286,4.0000,2.8571,1.2857,31.1686,31.2733,0,1231,M,71.8571,0.0000,0.6557,0.7618,4
5f61e36d-4cbd-4911-8ce6-bca698e16344,0.0000,0.0000,0.0000,0.0000,5.0000,6.2857,5.0000,4.5714,1.8571,31.2067,31.3900,0,1381,F,58.1429,0.4286,0.5871,0.5553,3
117896dc-27f1-44e8-9c11-ed27795026ff,0.5300,0.0000,0.0000,0.0000,4.4286,4.8571,4.1429,4.1429,2.1429,31.2386,31.7467,0,718,F,65.9286,0.0000,0.5568,0.5020,2
e009bd54-5f73-4fd9-aedc-83310cee8940,0.7400,0.0000,0.0000,0.0000,4.4286,3.2857,3.5714,2.7143,2.2857,31.0000,31.3533,0,1091,F,62.0714,0.5059,0.5776,0.6120,1
4e237da0-e111-4b6b-a7fd-0a94e74c9dd8,0.2300,0.0000,0.0000,0.0000,4.6667,3.6667,5.3333,4.0000,2.6667,31.1967,31.1967,0,1297,F,57.3333,0.1871,0.0000,0.0000,7
839447eb-f851-4bb7-9610-4b5c8d51e47a,0.0000,0.0000,0.0000,0.0000,3.2857,3.1429,4.5714,4.5714,2.4286,31.4857,31.4700,0,859,M,69.7143,1.0000,0.3626,0.2410,6
8ab5d25d-1f23-42a8-9d1c-536b097fa224,0.6900,0.0000,0.0000,0.0000,3.8571,3.2857,4.0000,4.8571,2.7143,31.3329,31.4300,0,650,F,65.4286,1.0000,0.2122,0.2000,5
8a09fdda-b381-432c-9ca0-d415038bd7b8,0.1700,0.0000,0.0000,0.1429,5.1429,6.0000,4.5714,3.4286,2.5714,31.1429,31.3000,0,1019,M,75.8571,0.8889,0.5846,0.3943,4
b6b8ec63-5384-4321-8602-db330ed33bb2,0.4500,0.0000,0.1429,0.0000,5.1429,3.8571,4.1429,4.7143,2.2857,31.3143,31.6067,0,707,M,72.2143,0.0000,0.4115,0.4767,3
0153365a-2b21-4a9e-968a-ed76b266119f,0.4800,0.1429,0.0000,0.0000,3.4286,3.1429,3.2857,4.0000,2.2857,31.1443,30.9200,0,1204,F,57.4286,0.6667,0.6008,0.5002,2
947a0ce5-715e-4f80-8c11-30459dd83e9f,0.5700,0.0000,0.0000,0.0000,3.8571,2.8571,3.0000,3.1429,2.8571,31.0986,31.4633,0,985,F,62.8571,0.4000,0.4574,0.6298,1
